Width,Height
1920,869
Mouse Movements
1849,359,1736896416678
1587,343,1736896416697
1345,331,1736896416709
1227,319,1736896416720
1039,291,1736896416733
963,277,1736896416744
903,265,1736896416753
831,253,1736896416765
814,251,1736896416775
809,251,1736896416785
809,250,1736896416808
810,248,1736896416823
814,240,1736896416832
818,225,1736896416841
824,210,1736896416853
827,201,1736896416863
838,166,1736896416873
840,148,1736896416881
841,137,1736896416892
841,130,1736896416901
844,117,1736896416910
846,114,1736896416918
849,108,1736896416927
853,99,1736896416936
858,93,1736896416944
860,89,1736896416953
862,87,1736896416963
868,82,1736896416971
881,77,1736896416981
893,75,1736896416989
905,75,1736896416996
926,75,1736896417004
937,75,1736896417013
949,75,1736896417022
966,74,1736896417036
969,74,1736896417043
970,73,1736896417052
971,73,1736896417081
974,72,1736896417097
977,71,1736896417106
980,70,1736896417114
982,70,1736896417122
983,70,1736896417129
984,70,1736896417138
984,69,1736896417152
984,68,1736896417211
986,66,1736896417227
987,64,1736896417235
989,63,1736896417243
991,62,1736896417251
993,61,1736896417259
995,60,1736896417268
996,60,1736896417983
1001,63,1736896417996
1013,77,1736896418005
1063,133,1736896418015
1091,165,1736896418023
1117,193,1736896418030
1143,217,1736896418040
1167,237,1736896418048
1195,255,1736896418057
1217,269,1736896418065
1237,281,1736896418072
1257,289,1736896418080
1277,297,1736896418088
1285,302,1736896418098
1297,309,1736896418106
1309,318,1736896418114
1313,325,1736896418122
1316,329,1736896418130
1319,334,1736896418138
1320,338,1736896418146
1320,342,1736896418154
1320,344,1736896418162
1320,347,1736896418173
1320,349,1736896418181
1320,350,1736896418189
1320,352,1736896418196
1321,354,1736896418204
1323,356,1736896418212
1325,359,1736896418220
1327,362,1736896418229
1330,366,1736896418236
1331,369,1736896418244
1332,372,1736896418254
1332,377,1736896418264
1332,382,1736896418272
1332,392,1736896418280
1329,403,1736896418288
1323,410,1736896418296
1313,418,1736896418307
1308,424,1736896418316
1293,432,1736896418324
1285,434,1736896418333
1272,435,1736896418342
1258,435,1736896418351
1242,434,1736896418359
1215,426,1736896418367
1187,416,1736896418376
1123,392,1736896418385
1083,378,1736896418394
1061,368,1736896418402
1027,354,1736896418410
1003,340,1736896418418
987,330,1736896418426
974,317,1736896418434
958,299,1736896418448
944,271,1736896418455
936,251,1736896418462
926,222,1736896418471
922,200,1736896418479
918,182,1736896418486
916,166,1736896418494
915,150,1736896418501
913,144,1736896418509
910,133,1736896418518
909,123,1736896418525
909,117,1736896418532
909,112,1736896418542
909,108,1736896418550
910,102,1736896418558
911,97,1736896418566
911,93,1736896418574
912,88,1736896418582
912,86,1736896418590
912,84,1736896418598
913,82,1736896418606
914,80,1736896418614
915,75,1736896418624
916,71,1736896418632
918,66,1736896418642
920,59,1736896418650
921,53,1736896418658
924,46,1736896418666
925,39,1736896418673
926,38,1736896418682
927,36,1736896418689
928,36,1736896418761
929,36,1736896418799
931,38,1736896418814
935,40,1736896418823
944,47,1736896418830
958,53,1736896418837
965,58,1736896418848
990,70,1736896418857
