Width,Height
1920,869
Mouse Movements
697,4,1736896024712
708,10,1736896024730
725,20,1736896024748
741,31,1736896024766
753,36,1736896024780
759,38,1736896024791
773,44,1736896024802
777,46,1736896024814
783,48,1736896024828
786,50,1736896024837
789,52,1736896024847
793,55,1736896024857
803,64,1736896024868
808,68,1736896024877
811,69,1736896024886
819,74,1736896024895
835,81,1736896024911
845,86,1736896024922
854,90,1736896024931
861,95,1736896024942
875,100,1736896024951
880,100,1736896024960
888,101,1736896024970
900,101,1736896024978
918,97,1736896024988
933,94,1736896024996
954,88,1736896025005
973,84,1736896025014
984,79,1736896025024
997,64,1736896025034
998,64,1736896025322
1001,63,1736896025334
1006,63,1736896025343
1009,62,1736896025351
1013,62,1736896025360
1021,61,1736896025369
1023,61,1736896025378
1023,60,1736896025396
1023,61,1736896025429
1023,62,1736896025444
1024,62,1736896025454
1024,63,1736896025462
1025,64,1736896025470
1027,65,1736896025478
1027,67,1736896025487
1027,68,1736896025496
1028,70,1736896025504
1028,72,1736896025512
1028,72,1736896025546
1028,73,1736896025560
1027,74,1736896025570
1027,75,1736896025579
1027,76,1736896025587
1027,77,1736896025595
1027,78,1736896025602
1026,80,1736896025611
1026,81,1736896025619
1026,82,1736896025627
1026,84,1736896025634
1025,86,1736896025641
1024,87,1736896025649
1024,88,1736896025658
1024,89,1736896025667
1023,90,1736896025681
1022,90,1736896025770
1021,90,1736896025786
1020,91,1736896025794
1019,92,1736896025801
1018,93,1736896025809
1017,94,1736896025828
1016,94,1736896027576
1016,95,1736896027592
1015,95,1736896027617
1014,95,1736896027706
1014,95,1736896027748
1014,96,1736896027797
1014,96,1736896028528
1013,96,1736896028749
1012,97,1736896028762
1011,97,1736896028769
1010,97,1736896028780
1010,98,1736896028789
1009,98,1736896028797
1009,98,1736896028812
1009,99,1736896028821
1008,99,1736896028829
1007,100,1736896028844
1006,100,1736896028852
1005,101,1736896028860
1004,101,1736896028867
1003,101,1736896028880
1003,102,1736896028888
1002,102,1736896029035
1002,103,1736896029047
1002,104,1736896029062
1001,104,1736896029070
1000,105,1736896029086
999,105,1736896029102
999,105,1736896029118
998,105,1736896029177
997,105,1736896029189
996,107,1736896029199
995,107,1736896029208
994,107,1736896029215
993,108,1736896029222
992,109,1736896029229
991,109,1736896029238
990,109,1736896029246
990,110,1736896029254
989,110,1736896029261
988,111,1736896029268
987,111,1736896029275
986,111,1736896029285
985,112,1736896029292
984,112,1736896029300
983,112,1736896029322
983,113,1736896029340
982,113,1736896029348
981,113,1736896029365
980,113,1736896029380
980,114,1736896029388
979,114,1736896029396
978,114,1736896029404
977,115,1736896029412
976,115,1736896029420
974,116,1736896029428
973,116,1736896029436
972,117,1736896029445
971,117,1736896029454
970,118,1736896029462
969,118,1736896029469
968,118,1736896029476
968,119,1736896029490
968,119,1736896029531
968,120,1736896029544
967,120,1736896029554
966,121,1736896029562
965,121,1736896029580
965,122,1736896029588
964,122,1736896029657
963,123,1736896029674
962,123,1736896029682
961,123,1736896029692
960,123,1736896029704
960,124,1736896029712
959,124,1736896029719
958,124,1736896029726
957,125,1736896029734
956,125,1736896029742
955,125,1736896029750
954,126,1736896029758
953,126,1736896029766
951,127,1736896029774
950,127,1736896029782
949,127,1736896029790
948,128,1736896029798
947,128,1736896029805
946,128,1736896029816
946,129,1736896029827
945,129,1736896029834
944,129,1736896029893
943,130,1736896029907
942,130,1736896029915
941,130,1736896029924
940,130,1736896029936
940,131,1736896029944
939,131,1736896029952
938,131,1736896029960
937,132,1736896029976
936,132,1736896029989
935,132,1736896029997
935,133,1736896030004
934,133,1736896030012
933,134,1736896030024
932,134,1736896030032
931,135,1736896030040
929,136,1736896030048
928,136,1736896030056
927,137,1736896030064
926,138,1736896030072
925,138,1736896030080
924,138,1736896030088
923,139,1736896030096
922,139,1736896030104
921,140,1736896030112
920,140,1736896030122
919,141,1736896030129
918,142,1736896030140
917,142,1736896030152
916,143,1736896030160
915,144,1736896030168
914,144,1736896030178
914,145,1736896030186
913,146,1736896030194
912,146,1736896030203
911,147,1736896030210
910,147,1736896030218
909,147,1736896030226
909,148,1736896030233
908,148,1736896030242
908,149,1736896030250
907,149,1736896030258
906,150,1736896030270
905,150,1736896030282
904,151,1736896030296
902,153,1736896030309
900,155,1736896030318
899,156,1736896030328
898,157,1736896030335
896,159,1736896030343
895,160,1736896030350
894,161,1736896030357
893,162,1736896030365
892,163,1736896030373
892,164,1736896030380
891,165,1736896030388
