Width,Height
1920,869
1237,571,1736277978817
1223,568,1736277978828
1207,564,1736277978839
1178,553,1736277978850
1154,547,1736277978861
1136,539,1736277978870
1090,525,1736277978880
1081,523,1736277978891
1064,518,1736277978901
1040,511,1736277978910
1020,507,1736277978920
990,503,1736277978929
970,497,1736277978939
960,497,1736277978949
923,492,1736277978958
892,490,1736277978968
858,488,1736277978978
832,486,1736277978987
776,484,1736277978997
744,484,1736277979006
714,482,1736277979015
682,482,1736277979026
638,478,1736277979036
582,466,1736277979045
552,458,1736277979055
486,432,1736277979065
456,418,1736277979075
434,406,1736277979084
418,396,1736277979094
408,390,1736277979104
404,384,1736277979113
402,379,1736277979122
401,377,1736277979132
401,372,1736277979142
400,362,1736277979151
398,351,1736277979161
395,339,1736277979170
394,336,1736277979180
391,330,1736277979189
391,324,1736277979198
391,321,1736277979208
391,317,1736277979217
391,313,1736277979226
391,297,1736277979236
393,283,1736277979245
393,266,1736277979253
393,255,1736277979263
393,245,1736277979273
393,238,1736277979283
393,227,1736277979293
393,218,1736277979293
393,209,1736277979302
392,204,1736277979312
392,202,1736277979323
392,201,1736277979332
392,202,1736277979453
392,204,1736277979466
392,213,1736277979476
392,217,1736277979486
392,221,1736277979496
392,229,1736277979509
392,251,1736277979526
392,287,1736277979542
398,339,1736277979552
402,359,1736277979562
404,391,1736277979571
404,415,1736277979580
404,440,1736277979590
406,492,1736277979599
410,516,1736277979608
411,536,1736277979619
415,558,1736277979627
421,578,1736277979637
425,586,1736277979646
432,603,1736277979655
437,611,1736277979666
447,624,1736277979676
454,630,1736277979686
461,635,1736277979696
468,639,1736277979706
498,649,1736277979717
528,655,1736277979727
558,657,1736277979737
622,661,1736277979747
646,663,1736277979756
690,667,1736277979765
716,667,1736277979775
778,671,1736277979784
820,671,1736277979794
850,671,1736277979804
892,671,1736277979813
926,669,1736277979822
994,661,1736277979832
1040,659,1736277979842
1072,657,1736277979851
1158,657,1736277979862
1190,657,1736277979872
1224,657,1736277979883
1258,659,1736277979892
1292,661,1736277979902
1346,661,1736277979911
1360,661,1736277979921
1384,661,1736277979930
1421,658,1736277979940
1423,658,1736277979949
1437,655,1736277979958
1454,651,1736277979968
1468,647,1736277979977
1487,644,1736277979988
1498,641,1736277979997
1505,640,1736277980006
1521,637,1736277980016
1536,633,1736277980026
1554,627,1736277980035
1568,620,1736277980045
1584,610,1736277980054
1594,603,1736277980064
1606,597,1736277980074
1616,592,1736277980083
1622,589,1736277980092
1625,588,1736277980101
1638,582,1736277980110
1653,578,1736277980120
1665,573,1736277980129
1671,572,1736277980138
1678,568,1736277980148
1682,564,1736277980157
1691,558,1736277980166
1694,555,1736277980176
1697,552,1736277980185
1698,551,1736277980195
1698,550,1736277980326
1698,550,1736277980344
1698,549,1736277980362
1697,546,1736277980372
1698,544,1736277980382
1700,541,1736277980391
1702,535,1736277980401
1704,530,1736277980410
1710,523,1736277980419
1718,506,1736277980429
1742,474,1736277980438
1762,450,1736277980447
1784,428,1736277980457
1796,412,1736277980467
1818,390,1736277980477
1827,380,1736277980487
1831,374,1736277980496
1840,364,1736277980506
1855,341,1736277980515
1863,331,1736277980524
1870,321,1736277980534
1874,313,1736277980542
1876,310,1736277980551
1879,305,1736277980561
1880,301,1736277980570
1881,298,1736277980578
1881,296,1736277980588
1882,294,1736277980597
1883,290,1736277980607
1883,288,1736277980616
1884,286,1736277980625
1884,284,1736277980634
1885,282,1736277980643
1885,277,1736277980652
1885,274,1736277980662
1884,270,1736277980671
1883,265,1736277980679
1883,262,1736277980689
1883,257,1736277980698
1884,254,1736277980707
1884,251,1736277980716
1885,249,1736277980725
1886,246,1736277980734
1887,241,1736277980743
1889,234,1736277980752
1891,230,1736277980762
1894,224,1736277980771
1896,219,1736277980779
1898,213,1736277980791
1904,192,1736277980801
1906,179,1736277980812
1908,157,1736277980823
1908,153,1736277980834
1908,150,1736277980845
1906,148,1736277980845
1905,147,1736277980857
1903,146,1736277980866
1899,146,1736277980878
1891,149,1736277980878
1882,152,1736277980887
1863,164,1736277980896
1854,169,1736277980905
1839,179,1736277980914
1815,197,1736277980924
1779,227,1736277980933
1759,247,1736277980942
1745,263,1736277980953
1709,299,1736277980963
1693,315,1736277980972
1671,337,1736277980982
1657,351,1736277980991
1633,377,1736277981001
1609,406,1736277981010
1598,421,1736277981019
1591,431,1736277981029
1587,437,1736277981038
1583,443,1736277981046
1581,448,1736277981056
1578,453,1736277981065
1574,464,1736277981074
1570,480,1736277981083
1562,500,1736277981092
1556,520,1736277981102
1546,548,1736277981111
1524,598,1736277981120
1506,630,1736277981129
1503,636,1736277981138
1498,642,1736277981148
1488,650,1736277981159
1483,655,1736277981169
1479,658,1736277981178
1476,661,1736277981189
1476,663,1736277981198
1475,664,1736277981208
1475,665,1736277981217
1475,666,1736277981226
1477,667,1736277981236
1480,667,1736277981245
1500,652,1736277981259
1516,634,1736277981271
1534,616,1736277981280
1554,592,1736277981290
1598,546,1736277981299
1620,520,1736277981307
1644,496,1736277981317
1668,474,1736277981326
1690,452,1736277981334
1714,430,1736277981344
1744,400,1736277981353
1764,376,1736277981362
1786,352,1736277981371
1800,332,1736277981380
1816,310,1736277981389
1821,301,1736277981398
1846,260,1736277981407
1854,248,1736277981416
1863,230,1736277981425
1871,210,1736277981434
1876,200,1736277981444
1881,182,1736277981453
1887,167,1736277981462
1890,160,1736277981471
1894,150,1736277981480
1895,148,1736277981490
1896,146,1736277981499
1897,146,1736277981647
1898,147,1736277981662
1902,149,1736277981678
1904,150,1736277981689
1905,150,1736277981698
1906,150,1736277981744
1907,150,1736277981755
1908,150,1736277981765
1908,151,1736277981775
1908,152,1736277981792
1909,154,1736277981801
1909,158,1736277981811
1909,164,1736277981821
1905,180,1736277981830
1901,202,1736277981840
1898,217,1736277981849
1894,228,1736277981858
1894,230,1736277981868
1894,231,1736277982010
1894,234,1736277982022
1893,243,1736277982031
1892,251,1736277982041
1886,269,1736277982050
1886,270,1736277982059
1886,268,1736277982096
1885,262,1736277982106
1885,255,1736277982115
1885,230,1736277982124
1885,223,1736277982133
1885,207,1736277982142
1883,199,1736277982151
1883,183,1736277982160
1883,174,1736277982170
1883,173,1736277982179
1883,174,1736277982216
1883,177,1736277982226
1885,188,1736277982235
1886,197,1736277982245
1886,211,1736277982254
1890,245,1736277982263
1894,302,1736277982272
1896,328,1736277982281
1898,360,1736277982295
1912,458,1736277982310
1919,496,1736277982322
1919,505,1736277982332
1919,506,1736277982341
1919,504,1736277982362
1919,501,1736277982371
1919,492,1736277982380
1917,482,1736277982389
1913,459,1736277982399
1909,444,1736277982408
1904,391,1736277982418
1900,361,1736277982427
1896,327,1736277982437
1892,289,1736277982446
1890,261,1736277982455
1886,214,1736277982464
1886,192,1736277982473
1886,172,1736277982483
1886,155,1736277982492
1886,135,1736277982501
1886,120,1736277982510
1886,117,1736277982519
1885,117,1736277982556
1885,118,1736277982566
1885,122,1736277982576
1885,133,1736277982586
1885,158,1736277982595
1885,222,1736277982604
1887,248,1736277982613
1887,264,1736277982622
1887,289,1736277982632
1887,302,1736277982641
1887,313,1736277982650
1887,345,1736277982659
1887,360,1736277982668
1888,374,1736277982677
1890,385,1736277982687
1890,388,1736277982696
1891,391,1736277982706
1892,391,1736277982717
1892,391,1736277982727
1895,382,1736277982738
1899,363,1736277982747
1905,341,1736277982757
1911,321,1736277982766
1915,287,1736277982775
1917,237,1736277982785
1915,203,1736277982794
1909,167,1736277982803
1907,151,1736277982813
1904,118,1736277982822
1904,115,1736277982831
1903,114,1736277982841
1903,113,1736277982851
1903,114,1736277982871
1902,118,1736277982881
1900,129,1736277982890
1895,163,1736277982899
1889,193,1736277982908
1885,215,1736277982918
1883,247,1736277982927
1883,277,1736277982936
1885,335,1736277982946
1887,371,1736277982955
1893,403,1736277982964
1897,435,1736277982974
1901,489,1736277982983
1903,520,1736277982993
1903,532,1736277983002
1906,540,1736277983011
1907,543,1736277983021
1908,543,1736277983029
1908,542,1736277983039
1908,539,1736277983049
1909,531,1736277983058
1909,523,1736277983067
1913,482,1736277983077
1917,464,1736277983086
1919,437,1736277983095
1919,415,1736277983104
1919,383,1736277983113
1919,351,1736277983122
1919,285,1736277983131
1917,253,1736277983140
1913,225,1736277983150
1909,201,1736277983159
1905,181,1736277983168
1903,164,1736277983177
1903,162,1736277983186
1903,163,1736277983229
1902,167,1736277983240
1900,187,1736277983250
1900,209,1736277983259
1894,275,1736277983268
1894,309,1736277983277
1894,341,1736277983287
1894,375,1736277983296
1894,413,1736277983305
1892,487,1736277983314
1892,515,1736277983323
1892,530,1736277983333
1896,548,1736277983342
1900,559,1736277983351
1904,572,1736277983361
1906,578,1736277983370
1909,584,1736277983379
1910,587,1736277983389
1911,592,1736277983398
1912,593,1736277983407
1913,590,1736277983422
1914,578,1736277983432
1914,564,1736277983442
1916,536,1736277983451
1916,514,1736277983460
1914,448,1736277983471
1908,400,1736277983480
1904,362,1736277983490
1894,294,1736277983500
1890,264,1736277983510
1888,245,1736277983519
1888,240,1736277983529
1888,238,1736277983538
1887,238,1736277983550
1887,240,1736277983592
1886,249,1736277983601
1885,263,1736277983611
1885,282,1736277983620
1881,349,1736277983629
1881,381,1736277983638
1879,413,1736277983647
1879,449,1736277983656
1881,471,1736277983665
1885,497,1736277983674
1885,502,1736277983683
1889,516,1736277983692
1893,529,1736277983701
1894,536,1736277983711
1897,542,1736277983720
1898,550,1736277983729
1899,557,1736277983738
1899,565,1736277983748
1899,566,1736277983756
1899,565,1736277983792
1897,564,1736277983802
1896,562,1736277983812
1895,560,1736277983821
1894,558,1736277983831
1893,554,1736277983840
1891,545,1736277983849
1891,539,1736277983859
1889,519,1736277983869
1886,487,1736277983878
1886,467,1736277983887
1882,438,1736277983896
1878,394,1736277983905
1872,358,1736277983914
1870,340,1736277983924
1862,309,1736277983933
1850,265,1736277983942
1842,242,1736277983952
1841,233,1736277983962
1841,230,1736277983971
1841,228,1736277983980
1841,226,1736277983990
1841,222,1736277983999
1841,220,1736277984008
1841,218,1736277984017
1842,215,1736277984026
1842,214,1736277984035
1844,214,1736277984045
1845,214,1736277984054
1846,215,1736277984063
1848,218,1736277984073
1852,230,1736277984081
1855,240,1736277984091
1863,277,1736277984100
1867,304,1736277984109
1869,338,1736277984119
1873,380,1736277984128
1879,464,1736277984137
1883,518,1736277984147
1887,562,1736277984156
1889,600,1736277984165
1891,642,1736277984174
1891,664,1736277984183
1891,696,1736277984193
1892,731,1736277984202
1892,751,1736277984211
1892,757,1736277984221
1892,765,1736277984230
1890,773,1736277984238
1887,785,1736277984248
1886,788,1736277984257
1886,790,1736277984266
1885,791,1736277984275
1885,792,1736277984284
1885,791,1736277984307
1885,788,1736277984316
1885,784,1736277984325
1885,767,1736277984335
1883,737,1736277984344
1881,713,1736277984354
1879,665,1736277984363
1879,621,1736277984372
1879,585,1736277984382
1879,553,1736277984390
1883,497,1736277984399
1887,459,1736277984409
1889,427,1736277984418
1891,383,1736277984427
1895,345,1736277984436
1899,281,1736277984445
1899,247,1736277984455
1899,229,1736277984464
1899,211,1736277984472
1897,190,1736277984482
1896,184,1736277984491
1896,185,1736277984544
1895,191,1736277984556
1892,203,1736277984564
1888,221,1736277984574
1884,253,1736277984582
1880,287,1736277984591
1876,319,1736277984600
1876,363,1736277984609
1876,395,1736277984618
1882,439,1736277984627
1894,509,1736277984636
1900,559,1736277984645
1906,591,1736277984655
1912,635,1736277984664
1916,667,1736277984674
1919,693,1736277984683
1919,717,1736277984691
1919,731,1736277984701
1919,732,1736277984709
1919,731,1736277984720
1919,727,1736277984730
1915,709,1736277984738
1913,685,1736277984748
1905,619,1736277984757
1895,567,1736277984774
1889,533,1736277984785
1879,497,1736277984794
1867,453,1736277984803
1857,415,1736277984813
1843,341,1736277984822
1837,309,1736277984831
1833,289,1736277984841
1827,261,1736277984850
1825,237,1736277984860
1823,224,1736277984871
1823,211,1736277984880
1823,208,1736277984890
1822,208,1736277984899
1822,209,1736277984919
1822,215,1736277984929
1822,223,1736277984938
1822,255,1736277984947
1822,277,1736277984956
1822,355,1736277984965
1822,399,1736277984974
1824,431,1736277984983
1826,475,1736277984993
1830,517,1736277985002
1834,549,1736277985010
1842,625,1736277985020
1844,665,1736277985029
1848,697,1736277985038
1850,721,1736277985047
1854,749,1736277985056
1856,774,1736277985065
1856,779,1736277985075
1856,783,1736277985083
1856,781,1736277985113
1856,769,1736277985122
1856,753,1736277985131
1856,720,1736277985140
1856,682,1736277985149
1856,638,1736277985158
1858,552,1736277985167
1862,520,1736277985176
1868,474,1736277985185
1872,440,1736277985194
1874,396,1736277985203
1878,356,1736277985212
1882,320,1736277985222
1884,288,1736277985231
1886,260,1736277985240
1886,218,1736277985249
1888,179,1736277985265
1889,170,1736277985277
1892,159,1736277985286
1895,153,1736277985296
1897,150,1736277985305
1897,149,1736277985313
1898,149,1736277985331
1898,148,1736277985350
1899,147,1736277985360
1900,147,1736277985369
1902,146,1736277985378
1903,146,1736277985387
1906,146,1736277985396
1907,145,1736277985405
1909,144,1736277985414
1911,142,1736277985423
1912,141,1736277985432
1914,139,1736277985442
1915,138,1736277985450
1916,137,1736277985460
1918,133,1736277985469
1919,130,1736277985478
1919,125,1736277985488
1919,121,1736277985497
1919,118,1736277985505
1919,115,1736277985515
1919,116,1736277985586
1919,119,1736277985597
1919,122,1736277985607
1919,125,1736277985616
1917,131,1736277985625
1917,142,1736277985633
1916,148,1736277985643
1916,153,1736277985653
1892,64,1736277986344
1892,66,1736277986356
1891,70,1736277986366
1887,85,1736277986377
1879,101,1736277986387
1878,103,1736277986397
1872,112,1736277986407
1862,122,1736277986416
1856,128,1736277986426
1849,135,1736277986435
1840,145,1736277986445
1818,167,1736277986454
1809,178,1736277986463
1804,182,1736277986473
1799,190,1736277986482
1789,202,1736277986491
1782,210,1736277986501
1777,218,1736277986510
1776,218,1736277986519
1775,218,1736277986537
1774,218,1736277986546
1771,217,1736277986556
1765,214,1736277986564
1760,210,1736277986574
1755,206,1736277986584
1754,205,1736277986593
1753,205,1736277986622
1752,205,1736277986634
1750,207,1736277986643
1748,209,1736277986653
1744,213,1736277986662
1731,226,1736277986670
1719,240,1736277986680
1705,257,1736277986689
1671,303,1736277986698
1649,333,1736277986707
1625,367,1736277986716
1603,395,1736277986726
1583,421,1736277986735
1571,433,1736277986744
1566,436,1736277986754
1565,436,1736277986762
1564,434,1736277986771
1562,431,1736277986782
1551,396,1736277986792
1543,360,1736277986802
1537,328,1736277986812
1531,294,1736277986822
1527,262,1736277986831
1523,204,1736277986840
1523,182,1736277986849
1523,169,1736277986859
1524,162,1736277986868
1525,162,1736277986877
1527,161,1736277986886
1530,160,1736277986895
1535,160,1736277986904
1541,160,1736277986914
1544,162,1736277986923
1548,170,1736277986933
1548,179,1736277986943
1550,200,1736277986952
1548,215,1736277986961
1542,241,1736277986970
1539,250,1736277986979
1529,257,1736277986990
1525,257,1736277986999
1517,259,1736277987008
1507,264,1736277987019
1482,275,1736277987029
1474,276,1736277987038
1461,278,1736277987048
1460,279,1736277987057
1459,279,1736277987067
1458,279,1736277987076
1457,279,1736277987085
1456,279,1736277987094
1455,280,1736277987103
1455,281,1736277987155
1456,281,1736277987167
1458,282,1736277987176
1461,285,1736277987186
1467,287,1736277987195
1484,295,1736277987204
1497,300,1736277987213
1507,302,1736277987222
1519,307,1736277987231
1527,310,1736277987240
1538,313,1736277987249
1544,316,1736277987257
1547,317,1736277987267
1546,317,1736277987386
1545,317,1736277987398
1544,317,1736277987407
1543,317,1736277987417
1542,318,1736277987425
1541,318,1736277987434
1542,318,1736277987464
1543,318,1736277987474
1546,318,1736277987484
1548,318,1736277987495
1551,317,1736277987505
1558,316,1736277987516
1564,316,1736277987516
1571,317,1736277987525
1580,318,1736277987535
1591,321,1736277987546
1604,325,1736277987555
1613,329,1736277987565
1617,330,1736277987565
1619,332,1736277987575
1620,333,1736277987585
1620,334,1736277987595
1620,336,1736277987605
1620,360,1736277987614
1620,379,1736277987624
1618,393,1736277987634
1618,412,1736277987643
1616,438,1736277987653
1616,460,1736277987662
1616,477,1736277987671
1618,525,1736277987681
1618,545,1736277987690
1620,559,1736277987700
1620,569,1736277987709
1620,581,1736277987719
1621,593,1736277987729
1623,610,1736277987738
1627,627,1736277987751
1630,651,1736277987769
1631,652,1736277987786
1632,651,1736277987801
1633,647,1736277987812
1636,638,1736277987821
1641,618,1736277987829
1647,590,1736277987839
1653,558,1736277987848
1659,516,1736277987857
1671,418,1736277987867
1677,380,1736277987876
1683,362,1736277987885
1688,353,1736277987894
1689,353,1736277987903
1689,354,1736277987913
1689,356,1736277987922
1690,359,1736277987931
1690,369,1736277987941
1690,398,1736277987950
1682,422,1736277987958
1672,440,1736277987968
1661,453,1736277987977
1650,462,1736277987987
1615,471,1736277987997
1583,473,1736277988007
1545,469,1736277988017
1503,459,1736277988027
1469,449,1736277988027
1435,435,1736277988037
1381,413,1736277988048
1349,395,1736277988058
1309,373,1736277988058
1291,361,1736277988069
1273,343,1736277988078
1263,325,1736277988088
1261,281,1736277988098
1271,253,1736277988107
1285,235,1736277988116
1296,230,1736277988126
1320,222,1736277988135
1366,222,1736277988145
1388,224,1736277988154
1414,230,1736277988164
1434,236,1736277988173
1468,256,1736277988182
1473,262,1736277988192
1474,266,1736277988201
1475,269,1736277988210
1475,272,1736277988220
1473,278,1736277988229
1466,291,1736277988238
1464,295,1736277988248
1463,297,1736277988257
1462,299,1736277988266
1461,300,1736277988276
1462,300,1736277988349
1462,300,1736277988364
1463,302,1736277988374
1464,302,1736277988383
1465,303,1736277988393
1465,304,1736277988410
1465,304,1736277988440
1465,305,1736277988464
1465,307,1736277988473
1465,313,1736277988484
1465,318,1736277988494
1465,322,1736277988505
1464,325,1736277988505
1464,326,1736277988515
1463,328,1736277988525
1462,333,1736277988535
1459,341,1736277988546
1459,342,1736277988555
1458,342,1736277988566
1456,347,1736277988577
1454,350,1736277988586
1450,353,1736277988597
1448,355,1736277988608
1445,357,1736277988608
1442,359,1736277988618
1434,365,1736277988627
1425,369,1736277988637
1417,372,1736277988646
1395,374,1736277988656
1383,374,1736277988665
1365,372,1736277988675
1350,368,1736277988684
1341,365,1736277988694
1330,359,1736277988703
1319,344,1736277988712
1314,333,1736277988722
1310,306,1736277988731
1310,287,1736277988741
1318,209,1736277988751
1332,179,1736277988760
1348,163,1736277988768
1366,153,1736277988778
1384,151,1736277988787
1439,155,1736277988797
1459,161,1736277988805
1489,173,1736277988814
1511,185,1736277988824
1533,205,1736277988834
1541,221,1736277988843
1541,230,1736277988853
1540,249,1736277988862
1534,261,1736277988871
1519,288,1736277988881
1481,326,1736277988890
1465,334,1736277988900
1460,334,1736277988909
1452,334,1736277988918
1444,329,1736277988928
1438,322,1736277988938
1428,291,1736277988947
1424,273,1736277988956
1420,253,1736277988965
1418,217,1736277988974
1416,170,1736277988984
1416,134,1736277988993
1420,124,1736277989002
1425,122,1736277989012
1434,122,1736277989021
1471,136,1736277989032
1495,145,1736277989041
1511,157,1736277989050
1524,167,1736277989060
1532,175,1736277989070
1532,182,1736277989070
1532,185,1736277989079
1530,188,1736277989089
1524,198,1736277989099
1522,200,1736277989099
1514,206,1736277989108
1510,208,1736277989118
1508,209,1736277989127
1504,209,1736277989137
1503,209,1736277989146
1502,209,1736277989155
1503,209,1736277989228
1503,210,1736277989240
1504,213,1736277989249
1505,217,1736277989258
1506,223,1736277989267
1507,228,1736277989277
1508,235,1736277989286
1508,236,1736277989295
1508,237,1736277989319
1508,237,1736277989350
1508,238,1736277989367
1508,239,1736277989376
1508,240,1736277989387
1508,242,1736277989396
1508,244,1736277989405
1508,246,1736277989416
1508,248,1736277989426
1509,251,1736277989426
1513,256,1736277989435
1518,262,1736277989445
1524,269,1736277989454
1534,278,1736277989464
1545,292,1736277989474
1548,298,1736277989483
1552,306,1736277989493
1554,330,1736277989502
1554,338,1736277989511
1552,345,1736277989521
1546,357,1736277989530
1541,365,1736277989539
1536,369,1736277989549
1530,372,1736277989557
1517,372,1736277989566
1499,370,1736277989576
1479,362,1736277989585
1459,352,1736277989594
1441,338,1736277989603
1401,288,1736277989612
1391,272,1736277989622
1375,243,1736277989631
1365,215,1736277989640
1357,183,1736277989650
1357,155,1736277989659
1366,148,1736277989668
1370,148,1736277989677
1382,147,1736277989686
1396,147,1736277989695
1409,147,1736277989704
1425,147,1736277989713
1460,154,1736277989723
1475,158,1736277989732
1491,165,1736277989741
1497,170,1736277989750
1504,179,1736277989759
1509,198,1736277989768
1509,207,1736277989777
1509,223,1736277989786
1501,245,1736277989796
1491,265,1736277989805
1470,292,1736277989814
1458,302,1736277989823
1444,308,1736277989832
1430,311,1736277989845
1390,318,1736277989863
1380,320,1736277989881
1365,328,1736277989881
1352,338,1736277989896
1347,344,1736277989896
1336,355,1736277989907
1321,367,1736277989916
1317,371,1736277989925
1314,372,1736277989936
1312,372,1736277989944
1311,372,1736277989955
1307,371,1736277989963
1305,371,1736277989972
1304,371,1736277989982
1301,371,1736277989990
1299,371,1736277990000
1296,372,1736277990009
1291,374,1736277990018
1287,376,1736277990029
1279,380,1736277990038
1272,383,1736277990047
1269,384,1736277990056
1266,384,1736277990065
1263,384,1736277990074
1260,384,1736277990084
1258,383,1736277990093
1252,381,1736277990102
1251,380,1736277990111
1248,380,1736277990120
1245,380,1736277990130
1242,380,1736277990138
1239,380,1736277990147
1235,381,1736277990157
1227,381,1736277990166
1223,382,1736277990175
1221,382,1736277990184
1221,381,1736277990193
1221,380,1736277990202
1222,377,1736277990211
1224,371,1736277990220
1230,363,1736277990230
1232,360,1736277990239
1236,359,1736277990247
1262,350,1736277990257
1280,348,1736277990266
1304,346,1736277990275
1336,346,1736277990284
1366,346,1736277990293
1388,346,1736277990302
1408,350,1736277990311
1423,357,1736277990320
1427,362,1736277990330
1427,368,1736277990339
1426,371,1736277990348
1424,375,1736277990358
1421,379,1736277990367
1411,386,1736277990375
1399,393,1736277990385
1388,394,1736277990394
1378,396,1736277990403
1368,396,1736277990413
1361,394,1736277990421
1347,390,1736277990431
1333,384,1736277990440
1324,377,1736277990449
1306,361,1736277990459
1300,353,1736277990468
1296,348,1736277990477
1294,342,1736277990486
1292,335,1736277990496
1294,332,1736277990505
1301,329,1736277990514
1316,326,1736277990523
1327,326,1736277990533
1345,326,1736277990542
1361,326,1736277990551
1397,329,1736277990560
1415,333,1736277990570
1423,335,1736277990579
1434,340,1736277990588
1438,342,1736277990597
1439,346,1736277990606
1439,347,1736277990617
1436,349,1736277990626
1434,350,1736277990636
1431,352,1736277990644
1428,352,1736277990653
1424,353,1736277990663
1421,353,1736277990672
1417,354,1736277990681
1416,354,1736277990690
1414,354,1736277990699
1413,355,1736277990707
1412,355,1736277990716
1411,356,1736277990725
1411,357,1736277990734
1410,357,1736277990743
1409,358,1736277990752
1408,358,1736277990761
1408,359,1736277990771
1408,360,1736277990779
1406,362,1736277990789
1404,363,1736277990798
1402,364,1736277990807
1400,365,1736277990816
1399,365,1736277990825
1398,366,1736277990834
1396,366,1736277990843
1395,366,1736277990852
1393,366,1736277990861
1385,366,1736277990871
1382,366,1736277990880
1379,366,1736277990889
1375,368,1736277990898
1373,368,1736277990908
1370,368,1736277990917
1369,368,1736277990927
1369,369,1736277990967
1370,369,1736277990980
1371,369,1736277990990
1375,369,1736277990999
1378,369,1736277991008
1382,369,1736277991017
1388,372,1736277991026
1391,373,1736277991035
1395,375,1736277991044
1397,376,1736277991053
1398,379,1736277991061
1398,381,1736277991071
1398,383,1736277991080
1397,387,1736277991089
1394,390,1736277991098
1391,395,1736277991107
1387,398,1736277991116
1373,405,1736277991126
1368,405,1736277991135
1360,405,1736277991144
1354,404,1736277991153
1349,400,1736277991162
1345,397,1736277991172
1343,393,1736277991181
1339,382,1736277991189
1337,376,1736277991199
1339,373,1736277991208
1341,372,1736277991217
1346,368,1736277991227
1353,364,1736277991236
1358,363,1736277991246
1363,361,1736277991255
1371,360,1736277991264
1374,360,1736277991274
1379,360,1736277991283
1381,361,1736277991292
1381,362,1736277991302
1381,364,1736277991311
1381,367,1736277991320
1380,369,1736277991329
1379,370,1736277991338
1378,370,1736277991347
1377,370,1736277991367
1376,370,1736277991416
1376,368,1736277991429
1375,367,1736277991438
1375,365,1736277991447
1375,364,1736277991458
1375,363,1736277991467
1376,362,1736277991476
1377,361,1736277991486
1378,360,1736277991495
1379,360,1736277991505
1380,359,1736277991514
1382,358,1736277991522
1383,357,1736277991532
1385,356,1736277991540
1385,357,1736277991950
1384,357,1736277991961
1378,362,1736277991971
1373,366,1736277991980
1356,374,1736277991989
1328,384,1736277991998
1308,390,1736277992007
1263,402,1736277992016
1245,404,1736277992026
1222,408,1736277992035
1198,410,1736277992043
1185,410,1736277992053
1181,410,1736277992062
1174,408,1736277992071
1174,407,1736277992083
1174,405,1736277992101
1172,377,1736277992118
1182,355,1736277992133
1198,344,1736277992143
1217,337,1736277992152
1234,332,1736277992161
1281,326,1736277992171
1299,326,1736277992180
1312,326,1736277992189
1316,327,1736277992199
1321,330,1736277992208
1322,333,1736277992217
1323,338,1736277992226
1323,342,1736277992236
1321,351,1736277992246
1317,358,1736277992255
1314,359,1736277992264
1312,360,1736277992274
1310,360,1736277992283
1306,360,1736277992293
1296,356,1736277992302
1290,352,1736277992311
1280,340,1736277992321
1275,332,1736277992330
1267,317,1736277992339
1263,300,1736277992349
1257,245,1736277992358
1255,193,1736277992367
1255,149,1736277992376
1255,107,1736277992386
1259,83,1736277992394
1267,63,1736277992404
1271,61,1736277992414
1272,60,1736277992423
1274,58,1736277992432
1275,57,1736277992441
1275,56,1736277992451
1274,56,1736277992501
1273,58,1736277992513
1271,60,1736277992522
1265,62,1736277992532
1258,66,1736277992542
1227,69,1736277992551
1213,71,1736277992560
1196,71,1736277992570
1184,71,1736277992579
1169,68,1736277992588
1163,66,1736277992598
1157,61,1736277992607
1147,51,1736277992616
1136,31,1736277992626
1131,19,1736277992635
1130,9,1736277992645
1132,7,1736277992654
1134,6,1736277992662
1140,4,1736277992672
1145,1,1736277992681
1152,1,1736277992690
1163,0,1736277992699
1181,0,1736277992708
1191,3,1736277992717
1194,4,1736277992726
1201,12,1736277992735
1204,20,1736277992745
1206,24,1736277992754
1206,33,1736277992763
1206,44,1736277992773
1198,59,1736277992782
1193,67,1736277992791
1186,72,1736277992803
1176,77,1736277992820
1170,78,1736277992834
1163,78,1736277992843
1162,78,1736277992854
1162,77,1736277992863
1162,75,1736277992873
1165,73,1736277992886
1167,71,1736277992896
1181,66,1736277992906
1188,64,1736277992916
1199,62,1736277992926
1208,62,1736277992936
1216,61,1736277992945
1226,62,1736277992955
1228,63,1736277992966
1229,66,1736277992975
1229,70,1736277992985
1227,78,1736277992994
1223,86,1736277993003
1212,93,1736277993013
1209,94,1736277993022
1205,94,1736277993031
1200,92,1736277993041
1195,85,1736277993050
1192,76,1736277993060
1190,70,1736277993070
1188,58,1736277993079
1188,54,1736277993089
1188,53,1736277993097
1188,52,1736277993106
1191,51,1736277993116
1196,51,1736277993125
1201,51,1736277993133
1213,53,1736277993143
1232,63,1736277993152
1236,66,1736277993161
1241,71,1736277993170
1242,73,1736277993180
1243,75,1736277993189
1244,79,1736277993198
1244,82,1736277993207
1244,94,1736277993217
1243,99,1736277993226
1242,102,1736277993235
1242,108,1736277993244
1242,114,1736277993253
1245,126,1736277993263
1249,146,1736277993272
1252,163,1736277993281
1270,239,1736277993290
1282,275,1736277993299
1292,307,1736277993308
1304,337,1736277993318
1314,367,1736277993327
1322,399,1736277993336
1326,417,1736277993345
1329,425,1736277993354
1330,428,1736277993364
1329,429,1736277993373
1326,430,1736277993382
1317,434,1736277993391
1308,436,1736277993400
1290,440,1736277993409
1275,440,1736277993418
1244,440,1736277993427
1194,434,1736277993437
