Width,Height
1920,869
1316,584,1736277614208
1314,588,1736277614215
1310,590,1736277614222
1307,594,1736277614235
1303,595,1736277614243
1295,597,1736277614250
1286,599,1736277614257
1283,599,1736277614263
1276,599,1736277614270
1267,599,1736277614278
1265,598,1736277614285
1262,596,1736277614296
1260,595,1736277614303
1260,594,1736277614311
1260,592,1736277614318
1262,589,1736277614325
1268,586,1736277614333
1273,585,1736277614340
1279,585,1736277614348
1290,584,1736277614355
1295,584,1736277614362
1302,585,1736277614375
1309,588,1736277614382
1310,591,1736277614389
1310,594,1736277614396
1310,597,1736277614403
1309,601,1736277614409
1307,606,1736277614417
1303,609,1736277614429
1300,610,1736277614436
1296,611,1736277614443
1294,611,1736277614450
1288,611,1736277614460
1284,611,1736277614467
1274,607,1736277614474
1268,604,1736277614481
1261,599,1736277614488
1259,595,1736277614495
1256,591,1736277614508
1256,588,1736277614515
1258,586,1736277614521
1259,586,1736277614528
1263,585,1736277614539
1270,584,1736277614546
1277,584,1736277614553
1283,584,1736277614560
1291,585,1736277614567
1296,587,1736277614574
1301,590,1736277614582
1302,591,1736277614593
1303,594,1736277614600
1303,596,1736277614607
1302,598,1736277614617
1300,601,1736277614625
1298,602,1736277614631
1293,606,1736277614638
1284,608,1736277614648
1274,613,1736277614655
1266,614,1736277614662
1256,614,1736277614671
1250,614,1736277614678
1242,614,1736277614685
1235,613,1736277614692
1232,611,1736277614702
1230,608,1736277614708
1230,605,1736277614715
1230,599,1736277614723
1232,593,1736277614731
1236,589,1736277614739
1243,586,1736277614746
1250,586,1736277614757
1263,586,1736277614764
1271,586,1736277614770
1287,586,1736277614780
1301,588,1736277614788
1317,595,1736277614794
1320,600,1736277614805
1322,603,1736277614812
1322,606,1736277614819
1320,612,1736277614826
1317,615,1736277614835
1310,622,1736277614842
1304,624,1736277614849
1296,626,1736277614856
1291,628,1736277614865
1280,628,1736277614872
1271,628,1736277614879
1262,628,1736277614887
1250,626,1736277614895
1243,625,1736277614903
1229,620,1736277614911
1219,617,1736277614919
1209,612,1736277614925
1199,607,1736277614933
1194,603,1736277614941
1193,601,1736277614949
1193,600,1736277614957
1193,599,1736277614974
1194,599,1736277614982
1197,599,1736277614989
1200,599,1736277614995
1203,601,1736277615003
1205,603,1736277615011
1207,605,1736277615019
1208,606,1736277615027
1209,608,1736277615035
1209,609,1736277615047
1209,610,1736277615055
1208,611,1736277615063
1206,612,1736277615071
1204,613,1736277615079
1201,613,1736277615087
1200,613,1736277615095
1201,613,1736277615121
1204,611,1736277615131
1212,607,1736277615138
1222,601,1736277615145
1234,598,1736277615153
1244,595,1736277615167
1261,590,1736277615175
1278,586,1736277615181
1288,586,1736277615188
1296,585,1736277615195
1298,585,1736277615202
1300,587,1736277615217
1300,588,1736277615225
1299,591,1736277615232
1296,595,1736277615238
1289,600,1736277615245
1286,603,1736277615252
1280,607,1736277615259
1261,612,1736277615272
1253,612,1736277615279
1240,613,1736277615286
1223,611,1736277615296
1219,610,1736277615303
1213,605,1736277615309
1212,603,1736277615317
1212,602,1736277615325
1213,600,1736277615333
1217,598,1736277615341
1226,596,1736277615349
1235,596,1736277615360
1260,596,1736277615367
1286,600,1736277615375
1312,606,1736277615383
1334,612,1736277615391
1349,618,1736277615399
1355,623,1736277615407
1356,624,1736277615415
1356,625,1736277615423
1355,627,1736277615433
1352,629,1736277615441
1346,630,1736277615449
1340,631,1736277615457
1330,631,1736277615465
1323,631,1736277615473
1307,629,1736277615481
1299,626,1736277615489
1291,622,1736277615497
1278,614,1736277615508
1272,607,1736277615515
1269,600,1736277615523
1266,584,1736277615531
1264,569,1736277615545
1266,560,1736277615552
1270,557,1736277615559
1274,556,1736277615565
1284,556,1736277615574
1297,556,1736277615582
1308,556,1736277615593
1321,565,1736277615600
1328,571,1736277615607
1332,576,1736277615614
1332,581,1736277615624
1332,584,1736277615631
1329,588,1736277615637
1327,592,1736277615647
1321,596,1736277615659
1313,601,1736277615667
1306,602,1736277615674
1300,603,1736277615681
1294,603,1736277615690
1286,603,1736277615698
1277,599,1736277615706
1272,595,1736277615713
1268,590,1736277615726
1267,586,1736277615734
1268,581,1736277615741
1273,578,1736277615748
1281,575,1736277615755
1291,573,1736277615762
1311,572,1736277615775
1325,572,1736277615782
1340,572,1736277615790
1345,572,1736277615796
1347,574,1736277615804
1347,575,1736277615812
1346,577,1736277615823
1343,579,1736277615831
1336,584,1736277615838
1329,587,1736277615844
1312,590,1736277615854
1304,590,1736277615862
1292,590,1736277615871
1283,590,1736277615879
1268,590,1736277615886
1254,585,1736277615897
1243,580,1736277615904
1235,574,1736277615912
1230,570,1736277615919
1229,566,1736277615932
1230,565,1736277615940
1234,563,1736277615947
1241,562,1736277615954
1252,560,1736277615961
1259,560,1736277615967
1270,562,1736277615981
1278,565,1736277615988
1284,569,1736277615995
1289,574,1736277616001
1290,577,1736277616009
1291,581,1736277616017
1290,586,1736277616025
1285,594,1736277616033
1277,602,1736277616047
1268,608,1736277616054
1258,611,1736277616061
1245,614,1736277616068
1232,614,1736277616077
1219,614,1736277616085
1210,614,1736277616092
1197,614,1736277616102
1179,608,1736277616109
1161,598,1736277616117
1148,587,1736277616124
1143,579,1736277616138
1142,573,1736277616146
1142,567,1736277616153
1155,558,1736277616160
1169,554,1736277616167
1190,554,1736277616173
1216,554,1736277616186
1235,554,1736277616193
1265,558,1736277616201
1289,566,1736277616211
1309,574,1736277616218
1320,583,1736277616225
1322,587,1736277616232
1323,589,1736277616242
1321,592,1736277616249
1317,594,1736277616256
1309,597,1736277616271
1300,598,1736277616279
1287,600,1736277616286
1269,600,1736277616292
1255,600,1736277616299
1232,598,1736277616306
1214,594,1736277616314
1204,591,1736277616322
1202,588,1736277616333
1202,587,1736277616340
1204,583,1736277616350
1209,577,1736277616358
1214,573,1736277616365
1227,565,1736277616372
1243,561,1736277616380
1262,561,1736277616388
1274,561,1736277616399
1284,563,1736277616407
1288,565,1736277616414
1294,570,1736277616424
1297,575,1736277616431
1298,587,1736277616437
1295,594,1736277616447
1291,599,1736277616454
1288,604,1736277616465
1281,608,1736277616472
1275,609,1736277616484
1271,610,1736277616491
1263,612,1736277616498
1253,612,1736277616505
1242,610,1736277616514
1236,604,1736277616521
1233,601,1736277616528
1229,593,1736277616538
1229,588,1736277616545
1229,579,1736277616556
1233,574,1736277616563
1237,573,1736277616570
1249,570,1736277616580
1259,568,1736277616587
1278,566,1736277616594
1307,566,1736277616605
1327,568,1736277616612
1344,572,1736277616619
1364,584,1736277616629
1371,591,1736277616637
1372,596,1736277616643
1372,603,1736277616650
1370,610,1736277616660
1365,621,1736277616672
1358,629,1736277616679
1351,635,1736277616685
1344,638,1736277616693
1332,641,1736277616700
1325,642,1736277616707
1314,642,1736277616721
1307,640,1736277616728
1300,636,1736277616735
1297,630,1736277616744
1292,622,1736277616751
1292,612,1736277616758
1292,605,1736277616769
1296,589,1736277616776
1303,574,1736277616783
1311,565,1736277616790
1327,560,1736277616799
1342,559,1736277616811
1357,557,1736277616819
1371,557,1736277616826
1382,558,1736277616833
1390,564,1736277616840
1392,568,1736277616847
1393,570,1736277616860
1393,572,1736277616867
1392,575,1736277616874
1390,577,1736277616883
1387,580,1736277616890
1377,584,1736277616902
1368,587,1736277616909
1356,589,1736277616915
1343,591,1736277616922
1326,591,1736277616932
1315,591,1736277616944
1300,591,1736277616951
1292,588,1736277616958
1287,585,1736277616965
1285,582,1736277616972
1285,579,1736277616980
1286,575,1736277616993
1291,571,1736277617000
1295,570,1736277617006
1303,569,1736277617017
1309,569,1736277617025
1321,569,1736277617031
1328,572,1736277617037
1333,575,1736277617045
1337,582,1736277617053
1337,585,1736277617061
1335,591,1736277617072
1329,596,1736277617084
1323,600,1736277617092
1313,604,1736277617099
1304,607,1736277617106
1297,609,1736277617113
1291,609,1736277617120
1277,609,1736277617132
1272,604,1736277617139
1263,596,1736277617147
1259,590,1736277617154
1254,576,1736277617162
1254,566,1736277617170
1258,561,1736277617181
1266,559,1736277617189
1274,558,1736277617197
1285,558,1736277617204
1303,562,1736277617217
1316,567,1736277617225
1327,574,1736277617232
1330,576,1736277617239
1330,579,1736277617246
1330,581,1736277617253
1330,585,1736277617260
1327,590,1736277617272
1323,595,1736277617279
1311,602,1736277617285
1301,607,1736277617296
1292,612,1736277617303
1275,615,1736277617310
1260,617,1736277617320
1247,617,1736277617328
1230,617,1736277617339
1221,616,1736277617346
1217,614,1736277617353
1213,610,1736277617360
1208,601,1736277617367
1207,593,1736277617381
1207,588,1736277617389
1215,582,1736277617397
1220,581,1736277617404
1235,576,1736277617411
1261,576,1736277617418
1281,576,1736277617425
1311,584,1736277617435
1333,594,1736277617443
1342,600,1736277617454
1345,603,1736277617461
1346,604,1736277617468
1346,605,1736277617475
1346,607,1736277617481
1344,609,1736277617489
1340,610,1736277617502
1334,613,1736277617509
1320,614,1736277617517
1311,614,1736277617523
1294,612,1736277617532
1277,611,1736277617544
1261,603,1736277617551
1246,596,1736277617558
1240,593,1736277617565
1239,593,1736277617573
1240,591,1736277617581
1246,587,1736277617590
1252,585,1736277617599
1264,582,1736277617606
1294,578,1736277617617
1317,578,1736277617624
1343,578,1736277617635
1356,580,1736277617643
1365,583,1736277617649
1369,585,1736277617656
1370,588,1736277617665
1370,590,1736277617673
1369,597,1736277617684
1364,602,1736277617692
1353,610,1736277617699
1346,613,1736277617705
1332,616,1736277617714
1318,618,1736277617726
1311,618,1736277617734
1295,618,1736277617741
1275,616,1736277617747
1258,612,1736277617754
1243,607,1736277617769
1234,602,1736277617776
1229,597,1736277617783
1228,593,1736277617790
1228,588,1736277617797
1230,578,1736277617804
1234,572,1736277617812
1241,570,1736277617823
1246,569,1736277617831
1259,567,1736277617841
1267,567,1736277617849
1279,569,1736277617856
1285,575,1736277617863
1289,581,1736277617871
1289,590,1736277617878
1287,609,1736277617890
1282,621,1736277617898
1273,638,1736277617905
1264,645,1736277617913
1259,649,1736277617921
1254,650,1736277617928
1250,650,1736277617938
1244,649,1736277617946
1236,644,1736277617956
1225,634,1736277617965
1214,621,1736277617972
1198,604,1736277617979
1191,590,1736277617986
1185,572,1736277617994
1185,552,1736277618005
1190,544,1736277618012
1197,539,1736277618019
1215,534,1736277618029
1240,530,1736277618036
1270,530,1736277618048
1296,532,1736277618055
1316,542,1736277618062
1325,547,1736277618070
1330,552,1736277618077
1332,554,1736277618085
1332,556,1736277618093
1327,560,1736277618101
1322,563,1736277618109
1312,568,1736277618117
1299,573,1736277618125
1289,576,1736277618133
1272,579,1736277618141
1253,583,1736277618149
1237,585,1736277618160
1226,585,1736277618167
1223,585,1736277618175
1221,585,1736277618183
1222,585,1736277618201
1223,583,1736277618209
1230,578,1736277618215
1235,576,1736277618223
1241,574,1736277618231
1249,573,1736277618239
1258,573,1736277618249
1263,573,1736277618257
1275,580,1736277618265
1284,589,1736277618273
1288,596,1736277618283
1288,604,1736277618291
1288,613,1736277618302
1283,623,1736277618309
1281,626,1736277618316
1278,628,1736277618326
1275,629,1736277618333
1271,630,1736277618340
1266,630,1736277618350
1262,630,1736277618358
1257,627,1736277618365
1252,622,1736277618372
1249,616,1736277618381
1247,611,1736277618392
1247,605,1736277618400
1247,598,1736277618407
1248,592,1736277618414
1252,588,1736277618424
1255,585,1736277618431
1257,584,1736277618438
1259,584,1736277618448
1261,584,1736277618455
1261,585,1736277618490
1261,587,1736277618500
1261,590,1736277618509
1260,592,1736277618515
1259,594,1736277618522
1258,596,1736277618532
1257,596,1736277618539
1257,597,1736277618546
1256,597,1736277618553
1257,597,1736277618580
1258,595,1736277618591
1259,595,1736277618598
1261,594,1736277618606
1264,594,1736277618617
1271,594,1736277618624
1278,594,1736277618631
1283,594,1736277618638
1286,595,1736277618647
1288,597,1736277618654
1289,598,1736277618661
1290,601,1736277618669
1290,604,1736277618680
1291,609,1736277618686
1291,616,1736277618696
1291,620,1736277618703
1290,622,1736277618710
1289,623,1736277618720
1288,623,1736277618747
1285,622,1736277618763
1283,622,1736277618770
1281,621,1736277618777
1279,621,1736277618786
1277,621,1736277618793
1278,620,1736277618829
1280,619,1736277618839
1284,617,1736277618847
1289,614,1736277618853
1295,612,1736277618861
1301,611,1736277618869
1307,611,1736277618877
1306,611,1736277618915
1306,612,1736277618925
1304,613,1736277618933
1303,614,1736277618939
1303,614,1736277618989
1304,614,1736277618999
1305,614,1736277619007
1305,613,1736277619045
1305,612,1736277619060
1307,612,1736277619069
1310,611,1736277619075
1311,610,1736277619084
1311,612,1736277619257
1311,611,1736277619339
1313,608,1736277619349
1317,602,1736277619358
1319,600,1736277619364
1320,598,1736277619371
1320,597,1736277619377
1321,597,1736277619407
1321,598,1736277619493
1321,600,1736277619503
1315,608,1736277619525
1311,611,1736277619534
1304,612,1736277619540
1296,613,1736277619550
1285,613,1736277619557
1281,612,1736277619564
1274,608,1736277619571
1271,607,1736277619579
1269,604,1736277619593
1268,598,1736277619600
1267,592,1736277619607
1269,587,1736277619614
1274,583,1736277619621
1281,582,1736277619629
1294,580,1736277619637
1305,580,1736277619644
1332,580,1736277619651
1343,582,1736277619658
1357,585,1736277619671
1362,590,1736277619679
1363,590,1736277619686
1363,591,1736277619693
1363,592,1736277619702
1362,593,1736277619714
1359,595,1736277619722
1348,599,1736277619730
1332,601,1736277619737
1308,601,1736277619744
1290,601,1736277619751
1279,599,1736277619759
1267,598,1736277619768
1265,598,1736277619775
1264,597,1736277619782
1264,596,1736277619798
1265,595,1736277619806
1268,589,1736277619812
1272,584,1736277619819
1274,580,1736277619829
1282,575,1736277619837
1292,572,1736277619844
1297,571,1736277619851
1311,571,1736277619858
1315,571,1736277619865
1324,576,1736277619872
1327,581,1736277619884
1328,588,1736277619892
1328,594,1736277619899
1327,597,1736277619905
1325,600,1736277619912
1323,602,1736277619920
1321,603,1736277619932
1319,604,1736277619940
1315,605,1736277619947
1310,605,1736277619953
1307,605,1736277619960
1301,605,1736277619967
1290,601,1736277619974
1276,592,1736277619982
1270,589,1736277619993
1265,584,1736277620000
1264,582,1736277620008
1264,578,1736277620015
1268,574,1736277620023
1274,572,1736277620030
1285,570,1736277620037
1296,569,1736277620047
1306,569,1736277620055
1324,570,1736277620062
1338,574,1736277620069
1352,579,1736277620076
1362,586,1736277620083
1364,588,1736277620096
1364,591,1736277620103
1362,596,1736277620110
1355,603,1736277620117
1347,609,1736277620125
1331,618,1736277620132
1318,622,1736277620139
1307,623,1736277620146
1296,623,1736277620156
1274,623,1736277620164
1254,619,1736277620171
1237,612,1736277620178
1224,600,1736277620186
1211,589,1736277620199
1209,581,1736277620207
1209,571,1736277620214
1214,562,1736277620220
1223,556,1736277620227
1236,551,1736277620234
1255,545,1736277620241
1267,545,1736277620248
1296,545,1736277620259
1318,545,1736277620267
1331,547,1736277620273
1342,552,1736277620280
1348,559,1736277620287
1350,568,1736277620295
1351,573,1736277620303
1348,586,1736277620314
1345,592,1736277620321
1336,601,1736277620328
1330,605,1736277620335
1317,610,1736277620342
1307,612,1736277620349
1300,612,1736277620356
1294,611,1736277620368
1287,608,1736277620375
1281,604,1736277620382
1275,599,1736277620389
1273,592,1736277620399
1271,586,1736277620407
1271,581,1736277620413
1271,576,1736277620420
1272,571,1736277620427
1276,568,1736277620434
1282,567,1736277620441
1288,566,1736277620453
1292,564,1736277620465
1312,566,1736277620472
1318,574,1736277620483
1321,578,1736277620491
1322,583,1736277620498
1321,588,1736277620504
1317,592,1736277620514
1314,594,1736277620521
1308,597,1736277620528
1300,599,1736277620538
1293,599,1736277620545
1291,599,1736277620552
1287,599,1736277620562
1283,598,1736277620569
1279,596,1736277620576
1277,593,1736277620587
1275,591,1736277620594
1274,587,1736277620601
1274,585,1736277620608
1274,581,1736277620615
1277,578,1736277620622
1278,578,1736277620635
1280,578,1736277620642
1281,578,1736277620649
1282,578,1736277620656
1284,579,1736277620663
1285,584,1736277620669
1286,587,1736277620676
1288,593,1736277620684
1289,598,1736277620701
1289,599,1736277620714
1288,599,1736277620787
1287,599,1736277620797
1286,599,1736277620811
1285,599,1736277620823
1283,599,1736277620830
1281,598,1736277620841
1277,597,1736277620848
1271,595,1736277620859
1265,593,1736277620866
1260,592,1736277620873
1247,588,1736277620879
1235,584,1736277620890
1226,584,1736277620897
1205,582,1736277620904
1177,582,1736277620914
1155,580,1736277620926
1125,580,1736277620933
1097,576,1736277620940
1069,572,1736277620946
1037,568,1736277620956
1009,564,1736277620963
983,558,1736277620970
959,556,1736277620980
945,555,1736277620993
927,553,1736277621000
901,551,1736277621007
890,551,1736277621013
878,549,1736277621020
867,549,1736277621029
863,549,1736277621041
860,549,1736277621049
858,549,1736277621055
859,549,1736277621071
862,549,1736277621079
865,549,1736277621086
869,548,1736277621093
874,549,1736277621108
877,557,1736277621114
881,568,1736277621120
884,584,1736277621127
886,602,1736277621136
886,622,1736277621144
886,643,1736277621152
880,663,1736277621160
872,683,1736277621167
864,699,1736277621176
846,726,1736277621184
835,742,1736277621194
818,753,1736277621201
798,761,1736277621209
783,763,1736277621217
774,764,1736277621225
755,766,1736277621233
740,768,1736277621241
731,768,1736277621249
707,768,1736277621257
688,768,1736277621268
675,766,1736277621275
652,766,1736277621283
643,764,1736277621291
630,764,1736277621299
624,763,1736277621314
619,762,1736277621320
617,761,1736277621326
616,761,1736277621333
615,760,1736277621342
613,760,1736277621350
611,759,1736277621357
609,759,1736277621366
607,759,1736277621373
605,758,1736277621382
602,757,1736277621389
600,757,1736277621398
598,757,1736277621405
596,757,1736277621416
588,757,1736277621423
581,757,1736277621432
573,757,1736277621439
556,757,1736277621448
550,758,1736277621455
543,758,1736277621463
535,758,1736277621472
530,758,1736277621482
524,758,1736277621490
516,757,1736277621497
511,755,1736277621505
505,753,1736277621514
503,753,1736277621521
503,752,1736277621529
503,751,1736277621542
506,750,1736277621550
513,747,1736277621557
518,745,1736277621565
532,742,1736277621573
546,739,1736277621582
551,737,1736277621589
560,737,1736277621596
564,736,1736277621603
565,736,1736277621611
564,737,1736277621653
561,738,1736277621663
558,739,1736277621671
554,741,1736277621677
550,742,1736277621683
546,743,1736277621691
543,743,1736277621700
539,744,1736277621708
536,744,1736277621715
533,744,1736277621723
531,744,1736277621731
530,743,1736277621739
529,742,1736277621746
529,740,1736277621753
530,738,1736277621761
532,736,1736277621769
535,734,1736277621777
539,733,1736277621786
544,732,1736277621793
547,732,1736277621801
550,732,1736277621808
552,732,1736277621815
554,733,1736277621823
554,734,1736277621831
555,736,1736277621840
555,739,1736277621847
555,742,1736277621855
552,746,1736277621868
549,748,1736277621875
546,750,1736277621884
541,751,1736277621891
538,752,1736277621899
535,752,1736277621907
531,752,1736277621915
525,752,1736277621923
520,751,1736277621932
516,749,1736277621940
512,746,1736277621950
510,743,1736277621957
509,739,1736277621966
511,736,1736277621973
516,733,1736277621982
528,728,1736277621989
551,725,1736277621998
573,723,1736277622005
594,723,1736277622016
606,723,1736277622024
613,727,1736277622032
615,729,1736277622039
616,731,1736277622048
615,734,1736277622055
611,738,1736277622063
604,740,1736277622072
591,746,1736277622082
573,750,1736277622090
556,751,1736277622097
549,751,1736277622105
535,753,1736277622114
527,753,1736277622121
513,753,1736277622129
509,753,1736277622146
505,751,1736277622154
503,749,1736277622162
503,747,1736277622169
504,745,1736277622175
506,742,1736277622182
509,740,1736277622188
514,738,1736277622195
523,735,1736277622203
530,733,1736277622212
537,733,1736277622220
541,733,1736277622230
543,733,1736277622237
544,735,1736277622245
545,737,1736277622253
545,739,1736277622261
544,741,1736277622269
541,746,1736277622278
536,750,1736277622285
528,752,1736277622294
517,757,1736277622302
503,760,1736277622311
492,761,1736277622319
487,761,1736277622327
481,763,1736277622335
478,763,1736277622343
475,761,1736277622352
473,759,1736277622359
473,756,1736277622367
474,753,1736277622378
478,748,1736277622386
487,742,1736277622393
492,741,1736277622401
508,736,1736277622409
532,734,1736277622417
549,734,1736277622426
557,734,1736277622433
560,735,1736277622444
561,736,1736277622450
561,738,1736277622460
561,740,1736277622467
560,743,1736277622476
559,744,1736277622483
556,746,1736277622492
552,749,1736277622500
546,750,1736277622507
534,754,1736277622516
526,754,1736277622523
518,756,1736277622532
503,757,1736277622542
492,757,1736277622549
485,757,1736277622558
473,754,1736277622565
468,751,1736277622574
465,747,1736277622582
464,739,1736277622589
464,729,1736277622598
469,722,1736277622608
476,716,1736277622615
485,713,1736277622624
493,712,1736277622631
506,710,1736277622640
513,710,1736277622648
519,712,1736277622656
521,713,1736277622663
522,715,1736277622674
522,717,1736277622680
522,721,1736277622690
522,726,1736277622697
520,730,1736277622705
517,735,1736277622714
513,736,1736277622721
510,737,1736277622729
507,738,1736277622737
503,739,1736277622745
499,739,1736277622756
496,739,1736277622763
491,738,1736277622771
488,735,1736277622779
486,733,1736277622788
484,731,1736277622796
484,728,1736277622803
484,725,1736277622812
487,721,1736277622822
493,718,1736277622829
506,714,1736277622837
515,711,1736277622846
525,710,1736277622853
536,710,1736277622861
540,711,1736277622869
542,713,1736277622877
542,715,1736277622888
542,718,1736277622895
542,721,1736277622903
540,725,1736277622911
536,730,1736277622919
530,734,1736277622928
523,738,1736277622935
513,741,1736277622943
502,744,1736277622954
492,747,1736277622961
481,749,1736277622969
458,750,1736277622982
451,750,1736277622990
443,749,1736277622996
442,748,1736277623003
441,746,1736277623012
441,744,1736277623019
442,741,1736277623028
445,738,1736277623036
451,735,1736277623043
456,733,1736277623052
471,729,1736277623058
478,729,1736277623065
489,728,1736277623074
498,730,1736277623081
502,731,1736277623090
505,733,1736277623097
506,735,1736277623106
506,737,1736277623114
506,740,1736277623121
506,744,1736277623127
504,748,1736277623136
500,752,1736277623144
497,756,1736277623151
493,759,1736277623159
490,760,1736277623167
486,762,1736277623176
483,762,1736277623183
481,762,1736277623192
479,762,1736277623200
477,761,1736277623208
475,758,1736277623215
472,755,1736277623224
471,751,1736277623232
471,744,1736277623239
476,734,1736277623246
479,730,1736277623254
490,724,1736277623261
500,721,1736277623269
508,719,1736277623277
517,718,1736277623285
519,718,1736277623293
523,720,1736277623301
527,722,1736277623308
528,726,1736277623315
529,729,1736277623323
529,732,1736277623331
529,734,1736277623340
527,737,1736277623347
526,739,1736277623355
523,741,1736277623363
519,743,1736277623371
515,745,1736277623382
512,746,1736277623389
508,747,1736277623397
500,748,1736277623403
492,748,1736277623412
490,748,1736277623419
488,748,1736277623428
488,747,1736277623442
488,745,1736277623450
488,742,1736277623457
491,738,1736277623471
497,736,1736277623478
507,731,1736277623485
518,730,1736277623492
529,728,1736277623499
533,728,1736277623505
537,729,1736277623514
539,730,1736277623521
539,732,1736277623530
539,737,1736277623541
538,742,1736277623548
533,747,1736277623555
531,752,1736277623564
527,754,1736277623571
525,754,1736277623580
523,755,1736277623588
520,756,1736277623595
516,757,1736277623606
513,757,1736277623613
508,757,1736277623622
501,755,1736277623630
499,753,1736277623638
497,751,1736277623645
496,747,1736277623655
496,740,1736277623661
496,732,1736277623672
500,726,1736277623679
507,720,1736277623687
511,719,1736277623696
518,717,1736277623703
521,717,1736277623712
523,718,1736277623720
525,720,1736277623727
526,722,1736277623736
526,725,1736277623744
526,731,1736277623754
524,735,1736277623762
522,739,1736277623769
520,741,1736277623777
517,743,1736277623785
512,745,1736277623793
509,746,1736277623801
503,746,1736277623809
499,747,1736277623823
495,747,1736277623829
490,747,1736277623835
489,746,1736277623844
488,745,1736277623856
488,743,1736277623863
490,741,1736277623871
493,739,1736277623878
500,736,1736277623885
510,734,1736277623893
519,732,1736277623902
525,732,1736277623909
537,732,1736277623917
542,732,1736277623925
547,732,1736277623933
549,734,1736277623941
551,735,1736277623948
551,736,1736277623955
551,738,1736277623963
551,739,1736277623971
550,741,1736277623980
547,744,1736277623988
545,746,1736277623995
540,748,1736277624004
536,751,1736277624012
531,752,1736277624022
527,752,1736277624028
523,752,1736277624035
521,752,1736277624044
517,750,1736277624052
516,749,1736277624059
513,746,1736277624068
512,741,1736277624075
512,739,1736277624084
513,738,1736277624091
514,737,1736277624097
517,736,1736277624106
519,735,1736277624113
523,735,1736277624122
531,733,1736277624130
536,733,1736277624138
540,733,1736277624145
541,734,1736277624154
543,736,1736277624161
543,738,1736277624167
543,740,1736277624176
542,743,1736277624184
539,746,1736277624192
536,748,1736277624200
531,750,1736277624210
529,751,1736277624218
525,752,1736277624225
523,752,1736277624233
520,752,1736277624242
516,753,1736277624249
508,753,1736277624255
505,753,1736277624263
502,753,1736277624272
500,751,1736277624279
499,750,1736277624288
499,748,1736277624302
501,744,1736277624308
508,740,1736277624315
513,739,1736277624321
527,736,1736277624327
537,734,1736277624334
558,732,1736277624343
569,732,1736277624350
574,734,1736277624357
577,735,1736277624365
577,736,1736277624378
575,739,1736277624385
569,744,1736277624394
562,748,1736277624401
551,754,1736277624409
544,757,1736277624418
539,758,1736277624425
533,759,1736277624434
528,762,1736277624447
525,762,1736277624454
522,763,1736277624460
521,763,1736277624468
520,763,1736277624475
520,762,1736277624488
520,759,1736277624495
522,754,1736277624502
526,750,1736277624510
531,749,1736277624517
535,747,1736277624526
539,747,1736277624533
542,747,1736277624542
544,749,1736277624550
545,751,1736277624557
547,754,1736277624564
548,757,1736277624571
548,760,1736277624580
548,762,1736277624588
548,764,1736277624595
548,765,1736277624604
546,766,1736277624611
544,767,1736277624620
542,768,1736277624628
539,769,1736277624636
535,769,1736277624643
531,769,1736277624650
525,767,1736277624658
520,764,1736277624666
517,762,1736277624678
512,757,1736277624685
511,755,1736277624691
510,752,1736277624697
511,745,1736277624706
516,739,1736277624712
522,737,1736277624726
531,732,1736277624733
536,731,1736277624740
542,730,1736277624746
548,730,1736277624752
549,730,1736277624759
551,730,1736277624767
551,731,1736277624780
551,732,1736277624787
551,734,1736277624795
550,736,1736277624803
547,739,1736277624811
544,740,1736277624819
540,743,1736277624828
534,746,1736277624838
524,750,1736277624845
517,753,1736277624854
508,756,1736277624862
505,756,1736277624869
502,756,1736277624878
495,756,1736277624885
490,756,1736277624893
488,755,1736277624901
488,754,1736277624910
488,751,1736277624920
490,747,1736277624928
493,745,1736277624935
500,743,1736277624943
517,738,1736277624951
530,736,1736277624959
554,732,1736277624968
572,732,1736277624975
579,732,1736277624986
584,734,1736277624993
585,736,1736277625001
586,736,1736277625009
586,738,1736277625018
584,740,1736277625026
581,741,1736277625033
575,743,1736277625042
571,744,1736277625052
563,745,1736277625060
557,745,1736277625068
552,746,1736277625075
546,746,1736277625084
540,746,1736277625092
536,745,1736277625100
534,743,1736277625108
533,741,1736277625115
533,737,1736277625124
537,733,1736277625134
541,729,1736277625142
548,728,1736277625150
554,727,1736277625158
560,725,1736277625166
563,727,1736277625174
564,728,1736277625182
564,731,1736277625189
564,735,1736277625199
562,741,1736277625205
557,746,1736277625214
552,751,1736277625222
544,757,1736277625232
537,761,1736277625240
533,762,1736277625248
528,764,1736277625255
520,765,1736277625264
515,767,1736277625272
510,767,1736277625280
504,767,1736277625288
501,766,1736277625296
498,763,1736277625304
493,759,1736277625311
491,755,1736277625320
489,751,1736277625330
487,747,1736277625338
487,743,1736277625345
487,742,1736277625353
489,741,1736277625361
490,740,1736277625370
491,740,1736277625377
491,741,1736277625412
490,742,1736277625422
489,743,1736277625430
488,744,1736277625436
487,745,1736277625442
485,746,1736277625449
484,747,1736277625458
482,748,1736277625466
481,748,1736277625474
480,749,1736277625481
479,749,1736277625490
477,750,1736277625497
471,750,1736277625506
468,749,1736277625516
465,748,1736277625524
462,745,1736277625538
458,743,1736277625544
456,741,1736277625550
454,740,1736277625556
453,739,1736277625563
453,738,1736277625601
455,738,1736277625611
457,737,1736277625619
459,736,1736277625625
462,735,1736277625631
464,735,1736277625638
466,735,1736277625646
467,735,1736277625654
469,735,1736277625662
470,735,1736277625670
471,735,1736277625678
474,735,1736277625684
476,735,1736277625692
480,736,1736277625700
490,737,1736277625708
