Width,Height
1920,869
1032,51,1736872748884
1032,51,1736872749073
1054,40,1736872749522
1054,40,1736872749690
1055,41,1736872750029
1053,67,1736872750407
1001,44,1736872750685
1154,46,1736872750920
633,380,1736872752256
1240,384,1736872755008
810,380,1736872755640
1236,382,1736872756535
1236,382,1736872758773
647,372,1736872759572
863,416,1736872763864
941,515,1736872764556
817,56,1736872772638
927,45,1736872775733
825,45,1736872776229
825,45,1736872777794
825,45,1736872803568
